Value,Percentage
1,0.5050505050505051
5,0.5050505050505051
41,0.5050505050505051
65,0.5050505050505051
74,0.5050505050505051
88,0.5050505050505051
96,0.5050505050505051
129,0.5050505050505051
131,0.5050505050505051
146,0.5050505050505051
147,0.5050505050505051
161,0.5050505050505051
183,0.5050505050505051
192,0.5050505050505051
206,0.5050505050505051
212,0.5050505050505051
248,0.5050505050505051
275,0.5050505050505051
281,0.5050505050505051
368,0.5050505050505051
385,0.5050505050505051
460,0.5050505050505051
484,0.5050505050505051
495,0.5050505050505051
550,0.5050505050505051
575,0.5050505050505051
594,0.5050505050505051
644,0.5050505050505051
678,0.5050505050505051
687,0.5050505050505051
696,0.5050505050505051
771,0.5050505050505051
774,0.5050505050505051
796,0.5050505050505051
844,0.5050505050505051
864,0.5050505050505051
870,0.5050505050505051
882,0.5050505050505051
898,0.5050505050505051
900,0.5050505050505051
923,0.5050505050505051
941,0.5050505050505051
944,0.5050505050505051
960,0.5050505050505051
1041,0.5050505050505051
1056,0.5050505050505051
1067,0.5050505050505051
1119,0.5050505050505051
1141,0.5050505050505051
1166,0.5050505050505051
1188,0.5050505050505051
1190,0.5050505050505051
1245,0.5050505050505051
1264,0.5050505050505051
1278,0.5050505050505051
1280,0.5050505050505051
1288,0.5050505050505051
1296,0.5050505050505051
1348,0.5050505050505051
1352,0.5050505050505051
1359,0.5050505050505051
1380,0.5050505050505051
1500,0.5050505050505051
1505,0.5050505050505051
1534,0.5050505050505051
1545,0.5050505050505051
1575,0.5050505050505051
1583,0.5050505050505051
1589,0.5050505050505051
1592,0.5050505050505051
1601,0.5050505050505051
1632,0.5050505050505051
1641,0.5050505050505051
1646,0.5050505050505051
1658,0.5050505050505051
1667,0.5050505050505051
1669,0.5050505050505051
1679,0.5050505050505051
1681,0.5050505050505051
1692,0.5050505050505051
1738,0.5050505050505051
1763,0.5050505050505051
1766,0.5050505050505051
1782,0.5050505050505051
1795,0.5050505050505051
1811,0.5050505050505051
1846,0.5050505050505051
1938,0.5050505050505051
1991,0.5050505050505051
1993,0.5050505050505051
1994,0.5050505050505051
2000,0.5050505050505051
2026,0.5050505050505051
2043,0.5050505050505051
2051,0.5050505050505051
2091,0.5050505050505051
2124,0.5050505050505051
2128,0.5050505050505051
2154,0.5050505050505051
2164,0.5050505050505051
2197,0.5050505050505051
2203,0.5050505050505051
2260,0.5050505050505051
2264,0.5050505050505051
2280,0.5050505050505051
2286,0.5050505050505051
2291,0.5050505050505051
2298,0.5050505050505051
2308,0.5050505050505051
2351,0.5050505050505051
2357,0.5050505050505051
2358,0.5050505050505051
2396,0.5050505050505051
2467,0.5050505050505051
2493,0.5050505050505051
2546,0.5050505050505051
2566,0.5050505050505051
2571,0.5050505050505051
2576,0.5050505050505051
2591,0.5050505050505051
2665,0.5050505050505051
2667,0.5050505050505051
2668,0.5050505050505051
2718,0.5050505050505051
2770,0.5050505050505051
2796,0.5050505050505051
2812,0.5050505050505051
2894,0.5050505050505051
2957,0.5050505050505051
2958,0.5050505050505051
2991,0.5050505050505051
2995,0.5050505050505051
3046,0.5050505050505051
3053,0.5050505050505051
3108,0.5050505050505051
3125,0.5050505050505051
3197,0.5050505050505051
3211,0.5050505050505051
3231,0.5050505050505051
3247,0.5050505050505051
3251,0.5050505050505051
3271,0.5050505050505051
3276,0.5050505050505051
3280,0.5050505050505051
3336,0.5050505050505051
3372,0.5050505050505051
3379,0.5050505050505051
3433,0.5050505050505051
3447,0.5050505050505051
3469,0.5050505050505051
3480,0.5050505050505051
3482,0.5050505050505051
3483,0.5050505050505051
3485,0.5050505050505051
3505,0.5050505050505051
3530,0.5050505050505051
3538,0.5050505050505051
3543,0.5050505050505051
3567,0.5050505050505051
3581,0.5050505050505051
3602,0.5050505050505051
3607,0.5050505050505051
3609,0.5050505050505051
3629,0.5050505050505051
3636,0.5050505050505051
3662,0.5050505050505051
3675,0.5050505050505051
3725,0.5050505050505051
3760,0.5050505050505051
3762,0.5050505050505051
3803,0.5050505050505051
3810,0.5050505050505051
3815,0.5050505050505051
3821,0.5050505050505051
3860,0.5050505050505051
3866,0.5050505050505051
3898,0.5050505050505051
3903,0.5050505050505051
3914,0.5050505050505051
3928,0.5050505050505051
3941,0.5050505050505051
3958,0.5050505050505051
3959,0.5050505050505051
3998,0.5050505050505051
4074,0.5050505050505051
4080,0.5050505050505051
4085,0.5050505050505051
4112,0.5050505050505051
4128,0.5050505050505051
4149,0.5050505050505051
4165,0.5050505050505051
4169,0.5050505050505051
4170,0.5050505050505051
4173,0.5050505050505051
4181,0.5050505050505051
4195,0.5050505050505051
4196,0.5050505050505051
4214,0.5050505050505051
